id_account,sent_month,sent_msg_percent_from_this_month,first_sent_date,last_sent_date
658949,2021-02-01,0.054532623339962789,2021-02-16,2021-02-20
658954,2021-02-01,0.028870212356450889,2021-02-01,2021-02-03
658964,2021-02-01,0.028870212356450889,2021-02-18,2021-02-20
658966,2021-02-01,0.0048117020594084818,2021-02-02,2021-02-02
659027,2021-02-01,0.05613652402643228,2021-02-01,2021-02-05
659037,2021-02-01,0.017642907551164433,2021-02-01,2021-02-02
659041,2021-02-01,0.0064156027458779751,2021-02-03,2021-02-03
659043,2021-02-01,0.048117020594084813,2021-02-09,2021-02-13
659067,2021-02-01,0.040097517161737345,2021-02-05,2021-02-09
659077,2021-02-01,0.020850708924103418,2021-02-06,2021-02-10
659101,2021-02-01,0.0064156027458779751,2021-02-08,2021-02-08
659103,2021-02-01,0.011227304805286456,2021-02-01,2021-02-01
659116,2021-02-01,0.020850708924103418,2021-02-01,2021-02-04
659141,2021-02-01,0.040097517161737345,2021-02-05,2021-02-09
659183,2021-02-01,0.041701417848206836,2021-02-11,2021-02-16
659200,2021-02-01,0.035285815102328866,2021-02-12,2021-02-16
659206,2021-02-01,0.0048117020594084818,2021-02-12,2021-02-13
659241,2021-02-01,0.064156027458779755,2021-02-12,2021-02-17
659250,2021-02-01,0.033681914415859368,2021-02-01,2021-02-03
659256,2021-02-01,0.033681914415859368,2021-02-01,2021-02-03
659265,2021-02-01,0.017642907551164433,2021-02-05,2021-02-07
659266,2021-02-01,0.044909219221145824,2021-02-18,2021-02-23
659268,2021-02-01,0.027266311669981395,2021-02-13,2021-02-18
659291,2021-02-01,0.0032078013729389876,2021-02-01,2021-02-01
659335,2021-02-01,0.028870212356450889,2021-02-20,2021-02-25
659339,2021-02-01,0.068967729518188234,2021-02-14,2021-02-19
659341,2021-02-01,0.028870212356450889,2021-02-19,2021-02-24
659377,2021-02-01,0.024058510297042406,2021-02-15,2021-02-16
659389,2021-02-01,0.067363828831718736,2021-02-02,2021-02-07
659395,2021-02-01,0.05613652402643228,2021-02-10,2021-02-15
659413,2021-02-01,0.022454609610572912,2021-02-01,2021-02-02
659419,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-02
659420,2021-02-01,0.068967729518188234,2021-02-04,2021-02-09
659423,2021-02-01,0.04972092128055431,2021-02-02,2021-02-07
659430,2021-02-01,0.030474113042920383,2021-02-20,2021-02-22
659448,2021-02-01,0.01283120549175595,2021-02-18,2021-02-18
659453,2021-02-01,0.028870212356450889,2021-02-07,2021-02-12
659466,2021-02-01,0.016039006864694939,2021-02-01,2021-02-03
659473,2021-02-01,0.011227304805286456,2021-02-10,2021-02-11
659496,2021-02-01,0.00801950343234747,2021-02-01,2021-02-02
659506,2021-02-01,0.048117020594084813,2021-02-14,2021-02-19
659513,2021-02-01,0.067363828831718736,2021-02-03,2021-02-08
659524,2021-02-01,0.060948226085840766,2021-02-04,2021-02-09
659525,2021-02-01,0.024058510297042406,2021-02-18,2021-02-19
659556,2021-02-01,0.028870212356450889,2021-02-08,2021-02-13
659561,2021-02-01,0.04972092128055431,2021-02-05,2021-02-11
659575,2021-02-01,0.019246808237633927,2021-02-01,2021-02-04
659596,2021-02-01,0.04972092128055431,2021-02-12,2021-02-18
659618,2021-02-01,0.068967729518188234,2021-02-13,2021-02-19
659682,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-02
659685,2021-02-01,0.0016039006864694938,2021-02-09,2021-02-09
659723,2021-02-01,0.044909219221145824,2021-02-07,2021-02-13
659744,2021-02-01,0.033681914415859368,2021-02-17,2021-02-23
659753,2021-02-01,0.0256624109835119,2021-02-07,2021-02-13
659759,2021-02-01,0.038493616475267854,2021-02-17,2021-02-23
659767,2021-02-01,0.060948226085840766,2021-02-01,2021-02-06
659770,2021-02-01,0.046513119907615322,2021-02-11,2021-02-17
659784,2021-02-01,0.035285815102328866,2021-02-17,2021-02-20
659798,2021-02-01,0.078591133637005192,2021-02-09,2021-02-15
659813,2021-02-01,0.033681914415859368,2021-02-19,2021-02-25
659816,2021-02-01,0.05613652402643228,2021-02-01,2021-02-05
659831,2021-02-01,0.044909219221145824,2021-02-10,2021-02-17
659835,2021-02-01,0.032078013729389877,2021-02-01,2021-02-05
659886,2021-02-01,0.041701417848206836,2021-02-13,2021-02-20
659890,2021-02-01,0.057740424712901778,2021-02-13,2021-02-20
659905,2021-02-01,0.011227304805286456,2021-02-12,2021-02-14
659954,2021-02-01,0.030474113042920383,2021-02-02,2021-02-09
659959,2021-02-01,0.014435106178225444,2021-02-11,2021-02-12
659964,2021-02-01,0.0096234041188169635,2021-02-10,2021-02-10
659980,2021-02-01,0.070571630204657732,2021-02-01,2021-02-06
659981,2021-02-01,0.038493616475267854,2021-02-06,2021-02-13
659985,2021-02-01,0.064156027458779755,2021-02-13,2021-02-20
659986,2021-02-01,0.038493616475267854,2021-02-15,2021-02-22
659989,2021-02-01,0.057740424712901778,2021-02-06,2021-02-13
659991,2021-02-01,0.0529287226534933,2021-02-16,2021-02-23
660026,2021-02-01,0.014435106178225444,2021-02-01,2021-02-03
660056,2021-02-01,0.041701417848206836,2021-02-11,2021-02-18
660069,2021-02-01,0.044909219221145824,2021-02-02,2021-02-06
660090,2021-02-01,0.064156027458779755,2021-02-05,2021-02-12
660091,2021-02-01,0.040097517161737345,2021-02-05,2021-02-12
660096,2021-02-01,0.089818438442291648,2021-02-01,2021-02-08
660118,2021-02-01,0.032078013729389877,2021-02-01,2021-02-03
660132,2021-02-01,0.0048117020594084818,2021-02-04,2021-02-05
660159,2021-02-01,0.076987232950535708,2021-02-09,2021-02-17
660167,2021-02-01,0.040097517161737345,2021-02-16,2021-02-24
660172,2021-02-01,0.05613652402643228,2021-02-01,2021-02-05
660202,2021-02-01,0.067363828831718736,2021-02-02,2021-02-10
660203,2021-02-01,0.027266311669981395,2021-02-07,2021-02-15
660209,2021-02-01,0.011227304805286456,2021-02-16,2021-02-17
660251,2021-02-01,0.036889715788798356,2021-02-01,2021-02-05
660269,2021-02-01,0.086610637069352667,2021-02-01,2021-02-09
660275,2021-02-01,0.00801950343234747,2021-02-04,2021-02-12
660290,2021-02-01,0.0016039006864694938,2021-02-05,2021-02-05
660304,2021-02-01,0.011227304805286456,2021-02-07,2021-02-15
660324,2021-02-01,0.057740424712901778,2021-02-01,2021-02-05
660339,2021-02-01,0.072175530891127215,2021-02-01,2021-02-09
660341,2021-02-01,0.0016039006864694938,2021-02-04,2021-02-04
660348,2021-02-01,0.0016039006864694938,2021-02-06,2021-02-06
660354,2021-02-01,0.059344325399371269,2021-02-10,2021-02-18
660355,2021-02-01,0.01283120549175595,2021-02-01,2021-02-02
660359,2021-02-01,0.0016039006864694938,2021-02-04,2021-02-04
660361,2021-02-01,0.024058510297042406,2021-02-15,2021-02-23
660366,2021-02-01,0.014435106178225444,2021-02-01,2021-02-07
660368,2021-02-01,0.043305318534676333,2021-02-03,2021-02-11
660373,2021-02-01,0.022454609610572912,2021-02-01,2021-02-03
660374,2021-02-01,0.040097517161737345,2021-02-08,2021-02-16
660384,2021-02-01,0.00801950343234747,2021-02-14,2021-02-22
660386,2021-02-01,0.016039006864694939,2021-02-17,2021-02-22
660393,2021-02-01,0.01283120549175595,2021-02-04,2021-02-12
660397,2021-02-01,0.1010457432475781,2021-02-02,2021-02-10
660398,2021-02-01,0.044909219221145824,2021-02-02,2021-02-10
660427,2021-02-01,0.1010457432475781,2021-02-04,2021-02-12
660454,2021-02-01,0.078591133637005192,2021-02-17,2021-02-25
660461,2021-02-01,0.011227304805286456,2021-02-08,2021-02-16
660470,2021-02-01,0.085006736382883169,2021-02-17,2021-02-25
660485,2021-02-01,0.076987232950535708,2021-02-10,2021-02-18
660491,2021-02-01,0.046513119907615322,2021-02-03,2021-02-11
660495,2021-02-01,0.064156027458779755,2021-02-13,2021-02-21
660503,2021-02-01,0.062552126772310257,2021-02-16,2021-02-24
660504,2021-02-01,0.01283120549175595,2021-02-02,2021-02-10
660515,2021-02-01,0.0529287226534933,2021-02-10,2021-02-18
660518,2021-02-01,0.057740424712901778,2021-02-11,2021-02-19
660543,2021-02-01,0.00801950343234747,2021-02-06,2021-02-06
660544,2021-02-01,0.0096234041188169635,2021-02-09,2021-02-17
660554,2021-02-01,0.085006736382883169,2021-02-11,2021-02-19
660562,2021-02-01,0.078591133637005192,2021-02-10,2021-02-18
660566,2021-02-01,0.0048117020594084818,2021-02-01,2021-02-01
660568,2021-02-01,0.043305318534676333,2021-02-12,2021-02-20
660570,2021-02-01,0.011227304805286456,2021-02-01,2021-02-01
660578,2021-02-01,0.04972092128055431,2021-02-11,2021-02-19
660595,2021-02-01,0.014435106178225444,2021-02-11,2021-02-19
660599,2021-02-01,0.028870212356450889,2021-02-02,2021-02-10
660611,2021-02-01,0.057740424712901778,2021-02-02,2021-02-10
660627,2021-02-01,0.00801950343234747,2021-02-10,2021-02-19
660630,2021-02-01,0.00801950343234747,2021-02-01,2021-02-02
660633,2021-02-01,0.027266311669981395,2021-02-02,2021-02-11
660640,2021-02-01,0.075383332264066211,2021-02-10,2021-02-19
660655,2021-02-01,0.054532623339962789,2021-02-06,2021-02-15
660662,2021-02-01,0.075383332264066211,2021-02-04,2021-02-13
660714,2021-02-01,0.081798935009944188,2021-02-02,2021-02-10
660728,2021-02-01,0.01283120549175595,2021-02-05,2021-02-14
660738,2021-02-01,0.01283120549175595,2021-02-04,2021-02-13
660744,2021-02-01,0.0256624109835119,2021-02-16,2021-02-25
660745,2021-02-01,0.093026239815230644,2021-02-11,2021-02-20
660758,2021-02-01,0.011227304805286456,2021-02-01,2021-02-08
660759,2021-02-01,0.016039006864694939,2021-02-06,2021-02-15
660761,2021-02-01,0.046513119907615322,2021-02-01,2021-02-04
660770,2021-02-01,0.081798935009944188,2021-02-03,2021-02-12
660771,2021-02-01,0.022454609610572912,2021-02-07,2021-02-16
660773,2021-02-01,0.067363828831718736,2021-02-01,2021-02-06
660781,2021-02-01,0.017642907551164433,2021-02-06,2021-02-15
660787,2021-02-01,0.11387694873933406,2021-02-03,2021-02-12
660815,2021-02-01,0.0513248219670238,2021-02-09,2021-02-16
660817,2021-02-01,0.097837941874639123,2021-02-04,2021-02-13
660819,2021-02-01,0.064156027458779755,2021-02-11,2021-02-20
660842,2021-02-01,0.0064156027458779751,2021-02-01,2021-02-01
660852,2021-02-01,0.076987232950535708,2021-02-01,2021-02-08
660862,2021-02-01,0.036889715788798356,2021-02-12,2021-02-21
660874,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-02
660875,2021-02-01,0.11066914736639508,2021-02-11,2021-02-20
660891,2021-02-01,0.11227304805286456,2021-02-06,2021-02-15
660895,2021-02-01,0.028870212356450889,2021-02-08,2021-02-17
660900,2021-02-01,0.01283120549175595,2021-02-01,2021-02-03
660905,2021-02-01,0.00801950343234747,2021-02-03,2021-02-04
660920,2021-02-01,0.062552126772310257,2021-02-05,2021-02-14
660921,2021-02-01,0.11548084942580356,2021-02-11,2021-02-20
660923,2021-02-01,0.033681914415859368,2021-02-01,2021-02-07
660927,2021-02-01,0.011227304805286456,2021-02-03,2021-02-04
660931,2021-02-01,0.00801950343234747,2021-02-02,2021-02-03
660942,2021-02-01,0.048117020594084813,2021-02-11,2021-02-20
660944,2021-02-01,0.076987232950535708,2021-02-01,2021-02-10
660954,2021-02-01,0.054532623339962789,2021-02-13,2021-02-22
660957,2021-02-01,0.08019503432347469,2021-02-14,2021-02-23
660987,2021-02-01,0.032078013729389877,2021-02-15,2021-02-24
660988,2021-02-01,0.00801950343234747,2021-02-03,2021-02-04
661022,2021-02-01,0.0064156027458779751,2021-02-08,2021-02-08
661029,2021-02-01,0.022454609610572912,2021-02-06,2021-02-15
661030,2021-02-01,0.011227304805286456,2021-02-01,2021-02-01
661053,2021-02-01,0.044909219221145824,2021-02-10,2021-02-19
661055,2021-02-01,0.096234041188169625,2021-02-11,2021-02-20
661072,2021-02-01,0.065759928145249252,2021-02-06,2021-02-15
661085,2021-02-01,0.064156027458779755,2021-02-06,2021-02-15
661087,2021-02-01,0.014435106178225444,2021-02-01,2021-02-03
661140,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-01
661150,2021-02-01,0.070571630204657732,2021-02-07,2021-02-17
661159,2021-02-01,0.040097517161737345,2021-02-01,2021-02-05
661175,2021-02-01,0.033681914415859368,2021-02-01,2021-02-07
661179,2021-02-01,0.022454609610572912,2021-02-15,2021-02-25
661190,2021-02-01,0.044909219221145824,2021-02-04,2021-02-14
661242,2021-02-01,0.043305318534676333,2021-02-01,2021-02-10
661255,2021-02-01,0.0529287226534933,2021-02-02,2021-02-12
661260,2021-02-01,0.017642907551164433,2021-02-02,2021-02-04
661262,2021-02-01,0.070571630204657732,2021-02-07,2021-02-17
661263,2021-02-01,0.022454609610572912,2021-02-01,2021-02-09
661270,2021-02-01,0.12350035285815103,2021-02-11,2021-02-21
661291,2021-02-01,0.1058574453069866,2021-02-15,2021-02-25
661298,2021-02-01,0.064156027458779755,2021-02-01,2021-02-08
661299,2021-02-01,0.068967729518188234,2021-02-04,2021-02-11
661303,2021-02-01,0.016039006864694939,2021-02-01,2021-02-02
661307,2021-02-01,0.041701417848206836,2021-02-01,2021-02-06
661315,2021-02-01,0.067363828831718736,2021-02-01,2021-02-08
661329,2021-02-01,0.016039006864694939,2021-02-01,2021-02-02
661349,2021-02-01,0.0016039006864694938,2021-02-01,2021-02-01
661356,2021-02-01,0.060948226085840766,2021-02-01,2021-02-08
661393,2021-02-01,0.027266311669981395,2021-02-01,2021-02-11
661410,2021-02-01,0.12510425354462051,2021-02-07,2021-02-17
661416,2021-02-01,0.068967729518188234,2021-02-02,2021-02-12
661440,2021-02-01,0.027266311669981395,2021-02-02,2021-02-12
661461,2021-02-01,0.12350035285815103,2021-02-14,2021-02-24
661470,2021-02-01,0.027266311669981395,2021-02-01,2021-02-06
661483,2021-02-01,0.048117020594084813,2021-02-01,2021-02-10
661522,2021-02-01,0.11066914736639508,2021-02-05,2021-02-15
661560,2021-02-01,0.089818438442291648,2021-02-10,2021-02-20
661563,2021-02-01,0.027266311669981395,2021-02-01,2021-02-11
661578,2021-02-01,0.076987232950535708,2021-02-06,2021-02-17
661590,2021-02-01,0.05613652402643228,2021-02-02,2021-02-13
661600,2021-02-01,0.019246808237633927,2021-02-01,2021-02-04
661612,2021-02-01,0.046513119907615322,2021-02-01,2021-02-05
661614,2021-02-01,0.10906524667992558,2021-02-05,2021-02-16
661622,2021-02-01,0.019246808237633927,2021-02-01,2021-02-04
661624,2021-02-01,0.027266311669981395,2021-02-01,2021-02-09
661627,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-02
661642,2021-02-01,0.035285815102328866,2021-02-10,2021-02-21
661646,2021-02-01,0.024058510297042406,2021-02-09,2021-02-20
661653,2021-02-01,0.014435106178225444,2021-02-01,2021-02-01
661662,2021-02-01,0.1058574453069866,2021-02-01,2021-02-11
661671,2021-02-01,0.0064156027458779751,2021-02-01,2021-02-01
661675,2021-02-01,0.12029255148521203,2021-02-01,2021-02-11
661696,2021-02-01,0.016039006864694939,2021-02-05,2021-02-08
661699,2021-02-01,0.075383332264066211,2021-02-01,2021-02-12
661708,2021-02-01,0.060948226085840766,2021-02-01,2021-02-10
661727,2021-02-01,0.04972092128055431,2021-02-05,2021-02-16
661736,2021-02-01,0.024058510297042406,2021-02-01,2021-02-05
661737,2021-02-01,0.13793545903637647,2021-02-14,2021-02-25
661752,2021-02-01,0.057740424712901778,2021-02-13,2021-02-24
661760,2021-02-01,0.04972092128055431,2021-02-06,2021-02-17
661764,2021-02-01,0.011227304805286456,2021-02-13,2021-02-15
661765,2021-02-01,0.027266311669981395,2021-02-01,2021-02-10
661768,2021-02-01,0.038493616475267854,2021-02-01,2021-02-06
661770,2021-02-01,0.094630140501700141,2021-02-08,2021-02-19
661775,2021-02-01,0.04972092128055431,2021-02-06,2021-02-17
661780,2021-02-01,0.067363828831718736,2021-02-01,2021-02-09
661796,2021-02-01,0.094630140501700141,2021-02-13,2021-02-24
661800,2021-02-01,0.13472765766343747,2021-02-09,2021-02-20
661830,2021-02-01,0.076987232950535708,2021-02-01,2021-02-07
661831,2021-02-01,0.1315198562904985,2021-02-05,2021-02-16
661841,2021-02-01,0.014435106178225444,2021-02-01,2021-02-03
661845,2021-02-01,0.028870212356450889,2021-02-01,2021-02-06
661855,2021-02-01,0.094630140501700141,2021-02-09,2021-02-20
661890,2021-02-01,0.04972092128055431,2021-02-06,2021-02-17
661892,2021-02-01,0.044909219221145824,2021-02-09,2021-02-20
661914,2021-02-01,0.043305318534676333,2021-02-01,2021-02-11
661925,2021-02-01,0.068967729518188234,2021-02-11,2021-02-19
661935,2021-02-01,0.0529287226534933,2021-02-01,2021-02-10
661946,2021-02-01,0.028870212356450889,2021-02-01,2021-02-03
661969,2021-02-01,0.014435106178225444,2021-02-01,2021-02-03
661974,2021-02-01,0.089818438442291648,2021-02-01,2021-02-08
661995,2021-02-01,0.032078013729389877,2021-02-03,2021-02-06
662000,2021-02-01,0.059344325399371269,2021-02-06,2021-02-18
662008,2021-02-01,0.036889715788798356,2021-02-08,2021-02-20
662016,2021-02-01,0.097837941874639123,2021-02-07,2021-02-19
662039,2021-02-01,0.040097517161737345,2021-02-01,2021-02-05
662040,2021-02-01,0.019246808237633927,2021-02-04,2021-02-07
662044,2021-02-01,0.13633155834990698,2021-02-12,2021-02-24
662057,2021-02-01,0.083402835696413671,2021-02-01,2021-02-07
662058,2021-02-01,0.13633155834990698,2021-02-07,2021-02-19
662067,2021-02-01,0.064156027458779755,2021-02-01,2021-02-10
662071,2021-02-01,0.019246808237633927,2021-02-01,2021-02-04
662078,2021-02-01,0.1058574453069866,2021-02-01,2021-02-13
662104,2021-02-01,0.068967729518188234,2021-02-12,2021-02-24
662107,2021-02-01,0.01283120549175595,2021-02-14,2021-02-23
662110,2021-02-01,0.024058510297042406,2021-02-01,2021-02-03
662114,2021-02-01,0.062552126772310257,2021-02-06,2021-02-18
662118,2021-02-01,0.059344325399371269,2021-02-02,2021-02-11
662131,2021-02-01,0.057740424712901778,2021-02-08,2021-02-20
662132,2021-02-01,0.019246808237633927,2021-02-04,2021-02-06
662146,2021-02-01,0.054532623339962789,2021-02-01,2021-02-07
662147,2021-02-01,0.12670815423109,2021-02-06,2021-02-18
662154,2021-02-01,0.048117020594084813,2021-02-01,2021-02-05
662159,2021-02-01,0.062552126772310257,2021-02-10,2021-02-22
662163,2021-02-01,0.060948226085840766,2021-02-13,2021-02-25
662171,2021-02-01,0.048117020594084813,2021-02-01,2021-02-10
662182,2021-02-01,0.064156027458779755,2021-02-02,2021-02-14
662192,2021-02-01,0.14595496246872394,2021-02-06,2021-02-18
662203,2021-02-01,0.14755886315519343,2021-02-06,2021-02-18
662208,2021-02-01,0.1042535446205171,2021-02-07,2021-02-19
662227,2021-02-01,0.062552126772310257,2021-02-13,2021-02-25
662249,2021-02-01,0.085006736382883169,2021-02-01,2021-02-09
662267,2021-02-01,0.062552126772310257,2021-02-02,2021-02-14
662279,2021-02-01,0.024058510297042406,2021-02-01,2021-02-03
662280,2021-02-01,0.0032078013729389876,2021-02-07,2021-02-10
662288,2021-02-01,0.044909219221145824,2021-02-01,2021-02-04
662304,2021-02-01,0.022454609610572912,2021-02-01,2021-02-03
662324,2021-02-01,0.12670815423109,2021-02-08,2021-02-21
662341,2021-02-01,0.14274716109578495,2021-02-09,2021-02-22
662342,2021-02-01,0.05613652402643228,2021-02-01,2021-02-10
662352,2021-02-01,0.040097517161737345,2021-02-02,2021-02-06
662392,2021-02-01,0.11227304805286456,2021-02-11,2021-02-24
662407,2021-02-01,0.075383332264066211,2021-02-03,2021-02-16
662409,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-02
662414,2021-02-01,0.11066914736639508,2021-02-12,2021-02-25
662417,2021-02-01,0.038493616475267854,2021-02-21,2021-02-24
662458,2021-02-01,0.15718226727401038,2021-02-10,2021-02-23
662460,2021-02-01,0.041701417848206836,2021-02-01,2021-02-06
662462,2021-02-01,0.12831205491755951,2021-02-11,2021-02-24
662465,2021-02-01,0.089818438442291648,2021-02-06,2021-02-19
662471,2021-02-01,0.019246808237633927,2021-02-01,2021-02-04
662476,2021-02-01,0.093026239815230644,2021-02-03,2021-02-16
662491,2021-02-01,0.024058510297042406,2021-02-01,2021-02-05
662495,2021-02-01,0.081798935009944188,2021-02-10,2021-02-23
662555,2021-02-01,0.030474113042920383,2021-02-01,2021-02-04
662560,2021-02-01,0.083402835696413671,2021-02-01,2021-02-13
662569,2021-02-01,0.076987232950535708,2021-02-09,2021-02-23
662589,2021-02-01,0.048117020594084813,2021-02-01,2021-02-06
662615,2021-02-01,0.044909219221145824,2021-02-01,2021-02-04
662616,2021-02-01,0.0096234041188169635,2021-02-01,2021-02-02
662641,2021-02-01,0.14595496246872394,2021-02-08,2021-02-22
662684,2021-02-01,0.072175530891127215,2021-02-10,2021-02-24
662705,2021-02-01,0.1042535446205171,2021-02-01,2021-02-09
662733,2021-02-01,0.081798935009944188,2021-02-01,2021-02-08
662736,2021-02-01,0.091422339128761146,2021-02-01,2021-02-12
662756,2021-02-01,0.0513248219670238,2021-02-10,2021-02-24
662767,2021-02-01,0.094630140501700141,2021-02-01,2021-02-15
662769,2021-02-01,0.043305318534676333,2021-02-01,2021-02-10
662773,2021-02-01,0.067363828831718736,2021-02-06,2021-02-20
